DATA ELABORAZIONE,REGIONE,PROVINCIA,COD_ISTAT_COMUNE,COMUNE,RESIDENTI
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035016,CASTELNOVO NE' MONTI,10373
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035017,CAVRIAGO,9932
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035020,CORREGGIO,25238
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035021,FABBRICO,6789
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035022,GATTATICO,5711
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035023,GUALTIERI,6332
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035024,GUASTALLA,14711
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035026,LUZZARA,8581
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035027,MONTECCHIO EMILIA,10500
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035028,NOVELLARA,13325
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035029,POVIGLIO,7156
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035030,QUATTRO CASTELLA,13237
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035033,REGGIO NELL'EMILIA,170781
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035032,REGGIOLO,9243
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035034,RIO SALICETO,6078
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035035,ROLO,4022
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035036,RUBIERA,14845
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035037,SAN MARTINO IN RIO,8264
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035038,SAN POLO D'ENZA,6204
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035039,SANT'ILARIO D'ENZA,11393
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035040,SCANDIANO,25943
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035041,TOANO,4194
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035046,VENTASSO,3937
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035042,VETTO,1803
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035043,VEZZANO SUL CROSTOLO,4380
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035044,VIANO,3421
28-08-2023,EMILIA ROMAGNA,REGGIO NELL'EMILIA,035045,VILLA MINOZZO,3553
28-08-2023,EMILIA ROMAGNA,RIMINI,099001,BELLARIA-IGEA MARINA,19587
28-08-2023,EMILIA ROMAGNA,RIMINI,099021,CASTELDELCI,372
28-08-2023,EMILIA ROMAGNA,RIMINI,099002,CATTOLICA,16760
28-08-2023,EMILIA ROMAGNA,RIMINI,099003,CORIANO,10519
28-08-2023,EMILIA ROMAGNA,RIMINI,099004,GEMMANO,1141
28-08-2023,EMILIA ROMAGNA,RIMINI,099022,MAIOLO,791
28-08-2023,EMILIA ROMAGNA,RIMINI,099005,MISANO ADRIATICO,14181
28-08-2023,EMILIA ROMAGNA,RIMINI,099006,MONDAINO,1343
28-08-2023,EMILIA ROMAGNA,RIMINI,099030,MONTECOPIOLO,1046
28-08-2023,EMILIA ROMAGNA,RIMINI,099008,MONTEFIORE CONCA,2335
28-08-2023,EMILIA ROMAGNA,RIMINI,099009,MONTEGRIDOLFO,986
28-08-2023,EMILIA ROMAGNA,RIMINI,099029,MONTESCUDO-MONTE COLOMBO,6953
28-08-2023,EMILIA ROMAGNA,RIMINI,099011,MORCIANO DI ROMAGNA,7179
28-08-2023,EMILIA ROMAGNA,RIMINI,099023,NOVAFELTRIA,7028
28-08-2023,EMILIA ROMAGNA,RIMINI,099024,PENNABILLI,2676
28-08-2023,EMILIA ROMAGNA,RIMINI,099028,POGGIO TORRIANA,5156
28-08-2023,EMILIA ROMAGNA,RIMINI,099013,RICCIONE,34594
28-08-2023,EMILIA ROMAGNA,RIMINI,099014,RIMINI,151058
28-08-2023,EMILIA ROMAGNA,RIMINI,099015,SALUDECIO,3161
28-08-2023,EMILIA ROMAGNA,RIMINI,099016,SAN CLEMENTE,5810
28-08-2023,EMILIA ROMAGNA,RIMINI,099017,SAN GIOVANNI IN MARIGNANO,9429
28-08-2023,EMILIA ROMAGNA,RIMINI,099025,SAN LEO,2831
28-08-2023,EMILIA ROMAGNA,RIMINI,099026,SANT'AGATA FELTRIA,1979
28-08-2023,EMILIA ROMAGNA,RIMINI,099018,SANTARCANGELO DI ROMAGNA,22339
28-08-2023,EMILIA ROMAGNA,RIMINI,099031,SASSOFELTRIO,1374
28-08-2023,EMILIA ROMAGNA,RIMINI,099027,TALAMELLO,1067
28-08-2023,EMILIA ROMAGNA,RIMINI,099020,VERUCCHIO,10159
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031001,CAPRIVA DEL FRIULI,1616
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031002,CORMONS,7149
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031003,DOBERDÒ DEL LAGO-DOBERDOB,1327
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031004,DOLEGNA DEL COLLIO,302
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031005,FARRA D'ISONZO,1673
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031006,FOGLIANO REDIPUGLIA,2993
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031007,GORIZIA,33580
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031008,GRADISCA D'ISONZO,6468
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031009,GRADO,7692
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031010,MARIANO DEL FRIULI,1446
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031011,MEDEA,942
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031012,MONFALCONE,30168
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031013,MORARO,704
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031014,MOSSA,1521
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031015,ROMANS D'ISONZO,3599
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031016,RONCHI DEI LEGIONARI,11909
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031017,SAGRADO,2146
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031018,SAN CANZIAN D'ISONZO,6034
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031019,SAN FLORIANO DEL COLLIO-¿TEVERJAN,741
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031020,SAN LORENZO ISONTINO,1498
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031021,SAN PIER D'ISONZO,1959
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031022,SAVOGNA D'ISONZO-SOVODNJE OB SO¿I,1659
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031023,STARANZANO,7160
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031024,TURRIACO,2754
28-08-2023,FRIULI VENEZIA GIULIA,GORIZIA,031025,VILLESSE,1587
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093001,ANDREIS,243
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093002,ARBA,1291
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093004,AVIANO,9058
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093005,AZZANO DECIMO,15787
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093006,BARCIS,228
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093007,BRUGNERA,9304
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093008,BUDOIA,2540
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093009,CANEVA,6269
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093010,CASARSA DELLA DELIZIA,8301
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093011,CASTELNOVO DEL FRIULI,829
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093012,CAVASSO NUOVO,1511
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093013,CHIONS,5073
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093014,CIMOLAIS,350
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093015,CLAUT,884
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093016,CLAUZETTO,370
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093017,CORDENONS,17907
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093018,CORDOVADO,2754
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093019,ERTO E CASSO,366
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093020,FANNA,1485
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093021,FIUME VENETO,11882
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093022,FONTANAFREDDA,12979
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093024,FRISANCO,578
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093025,MANIAGO,11566
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093026,MEDUNO,1521
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093027,MONTEREALE VALCELLINA,4265
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093028,MORSANO AL TAGLIAMENTO,2685
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093029,PASIANO DI PORDENONE,7969
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093030,PINZANO AL TAGLIAMENTO,1540
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093031,POLCENIGO,3133
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093032,PORCIA,15030
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093033,PORDENONE,52335
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093034,PRATA DI PORDENONE,8359
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093035,PRAVISDOMINI,3463
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093036,ROVEREDO IN PIANO,5840
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093037,SACILE,20064
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093038,SAN GIORGIO DELLA RICHINVELDA,4603
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093039,SAN MARTINO AL TAGLIAMENTO,1464
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093040,SAN QUIRINO,4295
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093041,SAN VITO AL TAGLIAMENTO,15291
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093042,SEQUALS,2196
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093043,SESTO AL REGHENA,6342
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093044,SPILIMBERGO,11964
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093045,TRAMONTI DI SOPRA,268
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093046,TRAMONTI DI SOTTO,336
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093047,TRAVESIO,1806
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093052,VAJONT,1665
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093053,VALVASONE ARZENE,3950
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093049,VITO D'ASIO,720
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093050,VIVARO,1321
28-08-2023,FRIULI VENEZIA GIULIA,PORDENONE,093051,ZOPPOLA,8362
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032001,DUINO AURISINA-DEVIN NABRE¿INA,8292
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032002,MONRUPINO-REPENTABOR,845
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032003,MUGGIA,12909
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032004,SAN DORLIGO DELLA VALLE-DOLINA,5662
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032005,SGONICO-ZGONIK,1988
28-08-2023,FRIULI VENEZIA GIULIA,TRIESTE,032006,TRIESTE,201382
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030001,AIELLO DEL FRIULI,2130
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030002,AMARO,850
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030003,AMPEZZO,899
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030004,AQUILEIA,3158
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030005,ARTA TERME,2036
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030006,ARTEGNA,2892
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030007,ATTIMIS,1648
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030008,BAGNARIA ARSA,3466
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030009,BASILIANO,5190
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030010,BERTIOLO,2361
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030011,BICINICCO,1788
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030012,BORDANO,694
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030013,BUJA,6355
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030014,BUTTRIO,3926
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030015,CAMINO AL TAGLIAMENTO,1561
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030016,CAMPOFORMIDO,7848
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030138,CAMPOLONGO TAPOGLIANO,1121
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030018,CARLINO,2656
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030019,CASSACCO,2795
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030020,CASTIONS DI STRADA,3669
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030021,CAVAZZO CARNICO,958
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030022,CERCIVENTO,635
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030023,CERVIGNANO DEL FRIULI,13756
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030024,CHIOPRIS-VISCONE,697
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030025,CHIUSAFORTE,597
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030026,CIVIDALE DEL FRIULI,10798
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030027,CODROIPO,15982
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030028,COLLOREDO DI MONTE ALBANO,2176
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030029,COMEGLIANS,434
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030030,CORNO DI ROSAZZO,3131
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030031,COSEANO,2016
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030032,DIGNANO,2238
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030033,DOGNA,148
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030034,DRENCHIA,100
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030035,ENEMONZO,1278
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030036,FAEDIS,2769
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030037,FAGAGNA,5990
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030190,FIUMICELLO VILLA VICENTINA,6311
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030039,FLAIBANO,1093
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030137,FORGARIA NEL FRIULI,1711
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030040,FORNI AVOLTRI,505
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030041,FORNI DI SOPRA,912
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030042,FORNI DI SOTTO,535
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030043,GEMONA DEL FRIULI,10547
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030044,GONARS,4557
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030045,GRIMACCO,299
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030046,LATISANA,13272
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030047,LAUCO,653
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030048,LESTIZZA,3628
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030049,LIGNANO SABBIADORO,6933
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030051,LUSEVERA,605
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030052,MAGNANO IN RIVIERA,2261
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030053,MAJANO,5769
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030054,MALBORGHETTO VALBRUNA,900
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030055,MANZANO,6334
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030056,MARANO LAGUNARE,1715
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030057,MARTIGNACCO,6883
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030058,MERETO DI TOMBA,2529
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030059,MOGGIO UDINESE,1617
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030060,MOIMACCO,1608
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030061,MONTENARS,479
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030062,MORTEGLIANO,4847
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030063,MORUZZO,2415
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030064,MUZZANA DEL TURGNANO,2362
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030065,NIMIS,2626
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030066,OSOPPO,2835
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030067,OVARO,1734
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030068,PAGNACCO,5078
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030069,PALAZZOLO DELLO STELLA,2832
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030070,PALMANOVA,5353
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030071,PALUZZA,1978
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030072,PASIAN DI PRATO,9240
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030073,PAULARO,2338
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030074,PAVIA DI UDINE,5491
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030075,POCENIA,2369
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030076,PONTEBBA,1281
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030077,PORPETTO,2498
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030078,POVOLETTO,5443
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030079,POZZUOLO DEL FRIULI,6878
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030080,PRADAMANO,3537
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030081,PRATO CARNICO,827
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030082,PRECENICCO,1425
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030083,PREMARIACCO,3919
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030084,PREONE,245
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030085,PREPOTTO,709
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030086,PULFERO,840
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030087,RAGOGNA,2841
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030088,RAVASCLETTO,507
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030089,RAVEO,438
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030090,REANA DEL ROJALE,4672
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030091,REMANZACCO,6041
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030092,RESIA,921
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030093,RESIUTTA,268
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030094,RIGOLATO,375
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030095,RIVE D'ARCANO,2373
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030188,RIVIGNANO TEOR,6237
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030097,RONCHIS,1941
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030098,RUDA,2799
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030099,SAN DANIELE DEL FRIULI,7963
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030100,SAN GIORGIO DI NOGARO,7332
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030101,SAN GIOVANNI AL NATISONE,6035
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030102,SAN LEONARDO,1018
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030103,SAN PIETRO AL NATISONE,2079
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030105,SAN VITO AL TORRE,1217
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030106,SAN VITO DI FAGAGNA,1673
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030104,SANTA MARIA LA LONGA,2308
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030189,SAPPADA,1310
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030107,SAURIS,386
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030108,SAVOGNA,359
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030109,SEDEGLIANO,3680
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030110,SOCCHIEVE,867
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030111,STREGNA,286
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030112,SUTRIO,1224
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030113,TAIPANA,575
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030114,TALMASSONS,3818
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030116,TARCENTO,8944
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030117,TARVISIO,3962
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030118,TAVAGNACCO,14708
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030120,TERZO D'AQUILEIA,2721
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030121,TOLMEZZO,9832
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030122,TORREANO,2034
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030123,TORVISCOSA,2613
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030124,TRASAGHIS,2117
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030126,TREPPO GRANDE,1721
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030191,TREPPO LIGOSULLO,683
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030127,TRICESIMO,7597
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030128,TRIVIGNANO UDINESE,1545
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030129,UDINE,98938
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030130,VARMO,2656
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030131,VENZONE,1925
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030132,VERZEGNIS,859
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030133,VILLA SANTINA,2145
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030135,VISCO,824
28-08-2023,FRIULI VENEZIA GIULIA,UDINE,030136,ZUGLIO,542
28-08-2023,LAZIO,FROSINONE,060001,ACQUAFONDATA,259
28-08-2023,LAZIO,FROSINONE,060002,ACUTO,1837
28-08-2023,LAZIO,FROSINONE,060003,ALATRI,27968
28-08-2023,LAZIO,FROSINONE,060004,ALVITO,2511
28-08-2023,LAZIO,FROSINONE,060005,AMASENO,4111
28-08-2023,LAZIO,FROSINONE,060006,ANAGNI,20837
28-08-2023,LAZIO,FROSINONE,060007,AQUINO,4988
28-08-2023,LAZIO,FROSINONE,060008,ARCE,5414
28-08-2023,LAZIO,FROSINONE,060009,ARNARA,2221
28-08-2023,LAZIO,FROSINONE,060010,ARPINO,6709
28-08-2023,LAZIO,FROSINONE,060011,ATINA,4197
28-08-2023,LAZIO,FROSINONE,060012,AUSONIA,2430
28-08-2023,LAZIO,FROSINONE,060013,BELMONTE CASTELLO,681
28-08-2023,LAZIO,FROSINONE,060014,BOVILLE ERNICA,8436
28-08-2023,LAZIO,FROSINONE,060015,BROCCOSTELLA,2683
28-08-2023,LAZIO,FROSINONE,060016,CAMPOLI APPENNINO,1619
28-08-2023,LAZIO,FROSINONE,060017,CASALATTICO,533
28-08-2023,LAZIO,FROSINONE,060018,CASALVIERI,2538
28-08-2023,LAZIO,FROSINONE,060019,CASSINO,35917
28-08-2023,LAZIO,FROSINONE,060020,CASTELLIRI,3208
28-08-2023,LAZIO,FROSINONE,060021,CASTELNUOVO PARANO,843
28-08-2023,LAZIO,FROSINONE,060023,CASTRO DEI VOLSCI,4468
28-08-2023,LAZIO,FROSINONE,060022,CASTROCIELO,3810
28-08-2023,LAZIO,FROSINONE,060024,CECCANO,22543
28-08-2023,LAZIO,FROSINONE,060025,CEPRANO,8319
28-08-2023,LAZIO,FROSINONE,060026,CERVARO,7988
28-08-2023,LAZIO,FROSINONE,060027,COLFELICE,1787
28-08-2023,LAZIO,FROSINONE,060029,COLLE SAN MAGNO,613
28-08-2023,LAZIO,FROSINONE,060028,COLLEPARDO,875
28-08-2023,LAZIO,FROSINONE,060030,CORENO AUSONIO,1529
28-08-2023,LAZIO,FROSINONE,060031,ESPERIA,3674
28-08-2023,LAZIO,FROSINONE,060032,FALVATERRA,515
28-08-2023,LAZIO,FROSINONE,060033,FERENTINO,20354
28-08-2023,LAZIO,FROSINONE,060034,FILETTINO,534
28-08-2023,LAZIO,FROSINONE,060035,FIUGGI,10294
28-08-2023,LAZIO,FROSINONE,060036,FONTANA LIRI,2716
28-08-2023,LAZIO,FROSINONE,060037,FONTECHIARI,1253
28-08-2023,LAZIO,FROSINONE,060038,FROSINONE,44445
28-08-2023,LAZIO,FROSINONE,060039,FUMONE,1979
28-08-2023,LAZIO,FROSINONE,060040,GALLINARO,1211
28-08-2023,LAZIO,FROSINONE,060041,GIULIANO DI ROMA,2314
28-08-2023,LAZIO,FROSINONE,060042,GUARCINO,1526
28-08-2023,LAZIO,FROSINONE,060043,ISOLA DEL LIRI,10810
28-08-2023,LAZIO,FROSINONE,060044,MONTE SAN GIOVANNI CAMPANO,12105
28-08-2023,LAZIO,FROSINONE,060045,MOROLO,3200
